Original,TranslationFormula
나만의 귀여운 힙팟을 만들어봐요!,"=GOOGLETRANSLATE(A26, ""ko"", ""zh-cn"")"
하부동산 2층 leap,"=GOOGLETRANSLATE(A27, ""ko"", ""zh-cn"")"
부산 사하구 괴정동 장평로 432,"=GOOGLETRANSLATE(A28, ""ko"", ""zh-cn"")"
해운대 바다를 내손 안에 모먼트캔들 만들기,"=GOOGLETRANSLATE(A29, ""ko"", ""zh-cn"")"
오감만족 쉐이커쿠키 만들기,"=GOOGLETRANSLATE(A30, ""ko"", ""zh-cn"")"
서울 · 강서구 · 양천로,"=GOOGLETRANSLATE(A31, ""ko"", ""zh-cn"")"
서울 강서구 양천로,"=GOOGLETRANSLATE(A32, ""ko"", ""zh-cn"")"
모던한 라탄 미니도어벨 만들기,"=GOOGLETRANSLATE(A33, ""ko"", ""zh-cn"")"
부산광역시 연제구 연산동 778-32 1층,"=GOOGLETRANSLATE(A34, ""ko"", ""zh-cn"")"
"46,000원","=GOOGLETRANSLATE(A35, ""ko"", ""zh-cn"")"
반짝이는 당신의 하루를 위한 힐링 클래스 (나만의 비누 만들기) 성인반/키즈반,"=GOOGLETRANSLATE(A36, ""ko"", ""zh-cn"")"
레메이에르 향수 원데이클래스,"=GOOGLETRANSLATE(A37, ""ko"", ""zh-cn"")"
[청년공방] 원목 LED 무드등 만들기 원데이클래스,"=GOOGLETRANSLATE(A38, ""ko"", ""zh-cn"")"
층 신광빌딩 4층 청년공방 본점,"=GOOGLETRANSLATE(A39, ""ko"", ""zh-cn"")"
경기 수원시 팔달구 권광로187번길 10-3,"=GOOGLETRANSLATE(A40, ""ko"", ""zh-cn"")"
"25,200원","=GOOGLETRANSLATE(A41, ""ko"", ""zh-cn"")"
인천 보컬 1:1 원데이 클래스 (선학역),"=GOOGLETRANSLATE(A42, ""ko"", ""zh-cn"")"
"40,200원","=GOOGLETRANSLATE(A43, ""ko"", ""zh-cn"")"
감사하고 고마웠던 분들께 직접 만든 카네이션캔들 어떨까요? 오래두고 봐도 예쁜 카네이션캔들,"=GOOGLETRANSLATE(A44, ""ko"", ""zh-cn"")"
오랜시간 수업의 노하우로 쉽고 재미있는 수업이 될수있게 준비할께요,"=GOOGLETRANSLATE(A45, ""ko"", ""zh-cn"")"
곰돌이캔들 앙증맞고 요즘 가장 핫한 곰돌이캔들& 채색석고 실속 클래스,"=GOOGLETRANSLATE(A46, ""ko"", ""zh-cn"")"
대전광역시 동구 삼성동 278-4 레네의작업실,"=GOOGLETRANSLATE(A47, ""ko"", ""zh-cn"")"
필름 넣기부터 사진관까지! 찍으면서 배우는 필름카메라 원데이 출사클래스(필카 대여가능),"=GOOGLETRANSLATE(A48, ""ko"", ""zh-cn"")"
서울 · 종로구 · 적선동,"=GOOGLETRANSLATE(A49, ""ko"", ""zh-cn"")"
서울 종로구 적선동,"=GOOGLETRANSLATE(A50, ""ko"", ""zh-cn"")"
청키캔들 (정크캔들_) 오밀한 오브제를 챱챱 만들고 캔들속에 쏙~ 청키캔들이에요,"=GOOGLETRANSLATE(A51, ""ko"", ""zh-cn"")"
오랜시간 공방을 하면서  수업을했던  경험을 바탕으로,"=GOOGLETRANSLATE(A52, ""ko"", ""zh-cn"")"
"DIY, 내 손으로 만드는 나만의 월급 포트폴리오_재테크 원데이클래스","=GOOGLETRANSLATE(A53, ""ko"", ""zh-cn"")"
스트파이브 을지로점,"=GOOGLETRANSLATE(A54, ""ko"", ""zh-cn"")"
서울 중구 수표동 청계천로 100,"=GOOGLETRANSLATE(A55, ""ko"", ""zh-cn"")"
글라스아트 썬캐쳐 만들기 원데이클래스,"=GOOGLETRANSLATE(A56, ""ko"", ""zh-cn"")"
경기도 · 오산시 · 경기대로,"=GOOGLETRANSLATE(A57, ""ko"", ""zh-cn"")"
경기도 오산시 경기대로,"=GOOGLETRANSLATE(A58, ""ko"", ""zh-cn"")"
글라스아트 무드등 만들기 원데이클래스,"=GOOGLETRANSLATE(A59, ""ko"", ""zh-cn"")"
글라스아트 거울꾸미기 원데이클래스,"=GOOGLETRANSLATE(A60, ""ko"", ""zh-cn"")"
한식디저트 개성주악 만들기 수업,"=GOOGLETRANSLATE(A61, ""ko"", ""zh-cn"")"
부산광역시 수영구 남천동 남천바다로15번길 31 2층,"=GOOGLETRANSLATE(A62, ""ko"", ""zh-cn"")"
가죽 카드지갑 만들기 클래스,"=GOOGLETRANSLATE(A63, ""ko"", ""zh-cn"")"
완성도 있는 퀄리티의 작품을 스스로 만들 수 있도록,"=GOOGLETRANSLATE(A64, ""ko"", ""zh-cn"")"
나만의 장난감 베어브릭 페인팅 클래스,"=GOOGLETRANSLATE(A65, ""ko"", ""zh-cn"")"
부산광역시 강서구 명지동 3246 명지오션시티 삼정그린코아 114동 2층 108호,"=GOOGLETRANSLATE(A66, ""ko"", ""zh-cn"")"
This is Me - 나를 만나는 프로필 촬영(예약 가능),"=GOOGLETRANSLATE(A67, ""ko"", ""zh-cn"")"
"테라리움과는 다른 매력, 코케다마 만들기 클래스","=GOOGLETRANSLATE(A68, ""ko"", ""zh-cn"")"
층 네츄럴모먼트,"=GOOGLETRANSLATE(A69, ""ko"", ""zh-cn"")"
부산광역시 사하구 신평동 하신번영로151번길 66 1층 네츄럴모먼트,"=GOOGLETRANSLATE(A70, ""ko"", ""zh-cn"")"
스튜디오 리어스 천연비누 원데이/정규 클래스,"=GOOGLETRANSLATE(A71, ""ko"", ""zh-cn"")"
층 스튜디오 리어스,"=GOOGLETRANSLATE(A72, ""ko"", ""zh-cn"")"
부산광역시 기장군 정관읍 모전3길 32-8 1층 스튜디오 리어스,"=GOOGLETRANSLATE(A73, ""ko"", ""zh-cn"")"
매주 금요일 해외파 선생님과 함께 떠나는 잉글리쉬 북 클럽 (Book & Activity),"=GOOGLETRANSLATE(A74, ""ko"", ""zh-cn"")"
편한세상 광진 그랜드파크,"=GOOGLETRANSLATE(A75, ""ko"", ""zh-cn"")"
서울특별시 광진구 구의동 광나루로 458 e편한세상 광진 그랜드파크,"=GOOGLETRANSLATE(A76, ""ko"", ""zh-cn"")"
"해외파 선생님과 잉글리쉬 베이킹 | 2월예약, 금요반 | 광진","=GOOGLETRANSLATE(A77, ""ko"", ""zh-cn"")"
사랑하는 내 반려동물을 닮은 양모펠트 원데이클래스,"=GOOGLETRANSLATE(A78, ""ko"", ""zh-cn"")"
앙금플라워떡케이크 파이핑 원데이 클래스,"=GOOGLETRANSLATE(A79, ""ko"", ""zh-cn"")"
층 설앙케이크,"=GOOGLETRANSLATE(A80, ""ko"", ""zh-cn"")"
서울특별시 강동구 고덕동 고덕로 88-5 1층 설앙케이크,"=GOOGLETRANSLATE(A81, ""ko"", ""zh-cn"")"
직접 만드는 앙금플라워떡케이크 원데이 클래스,"=GOOGLETRANSLATE(A82, ""ko"", ""zh-cn"")"
써니s다이닝 공덕동 화과자 자격증 정규클래스,"=GOOGLETRANSLATE(A83, ""ko"", ""zh-cn"")"
고나시 네리끼리 우이로우 셋빼 와 양갱  의 기초반으로 이루어진 수업과,"=GOOGLETRANSLATE(A84, ""ko"", ""zh-cn"")"
NIOES 왁스카빙 반지 만들기,"=GOOGLETRANSLATE(A85, ""ko"", ""zh-cn"")"
1 hitchnet academy,"=GOOGLETRANSLATE(A86, ""ko"", ""zh-cn"")"
서울특별시 마포구 서교동 월드컵북로7길 10 B1 hitchnet academy,"=GOOGLETRANSLATE(A87, ""ko"", ""zh-cn"")"
"98,000원","=GOOGLETRANSLATE(A88, ""ko"", ""zh-cn"")"
NIOES 큐빅 세팅 반지 만들기,"=GOOGLETRANSLATE(A89, ""ko"", ""zh-cn"")"
NIOES 인디언 주얼리 반지 만들기,"=GOOGLETRANSLATE(A90, ""ko"", ""zh-cn"")"
"서울특별시 마포구 서교동 월드컵북로7길 10, B1 hitchnet academy","=GOOGLETRANSLATE(A91, ""ko"", ""zh-cn"")"
"89,000원","=GOOGLETRANSLATE(A92, ""ko"", ""zh-cn"")"
분위기를 바꾸는 예쁜 미니 스탠드 조명 만들기,"=GOOGLETRANSLATE(A93, ""ko"", ""zh-cn"")"
경기도 · 부천시 · 소사본동,"=GOOGLETRANSLATE(A94, ""ko"", ""zh-cn"")"
경기도 부천시 소사본동,"=GOOGLETRANSLATE(A95, ""ko"", ""zh-cn"")"
커플링 왁스 카빙 원데이 클래스,"=GOOGLETRANSLATE(A96, ""ko"", ""zh-cn"")"
모카클래스,"=GOOGLETRANSLATE(A97, ""ko"", ""zh-cn"")"
서울특별시,"=GOOGLETRANSLATE(A98, ""ko"", ""zh-cn"")"
뜨개 힐링! 커플데이트 추천 자이언트얀 벨벳 가방 만들기,"=GOOGLETRANSLATE(A99, ""ko"", ""zh-cn"")"
서울트별 · 강남구 · 논현로152길,"=GOOGLETRANSLATE(A100, ""ko"", ""zh-cn"")"
서울트별 강남구 논현로152길,"=GOOGLETRANSLATE(A101, ""ko"", ""zh-cn"")"
감성 인테리어 벽걸이 거울 클래스 유리공예-글라스아트,"=GOOGLETRANSLATE(A102, ""ko"", ""zh-cn"")"
부산광역시 금정구 장전동 389-40 1층,"=GOOGLETRANSLATE(A103, ""ko"", ""zh-cn"")"
쏠쌤의 원데이 타로클래스,"=GOOGLETRANSLATE(A104, ""ko"", ""zh-cn"")"
쏠쌤의 원데이 타로 클래스,"=GOOGLETRANSLATE(A105, ""ko"", ""zh-cn"")"
나도 타로 마스터가 될 수 있는,"=GOOGLETRANSLATE(A106, ""ko"", ""zh-cn"")"
"손쉽게 멋진 디자인, 석고틀 활용 도자기 그릇","=GOOGLETRANSLATE(A107, ""ko"", ""zh-cn"")"
대구광역시 남구 대명동 1623-60 대명메트로아파트 상가 203호,"=GOOGLETRANSLATE(A108, ""ko"", ""zh-cn"")"
저자극 워터베이스 향수 만들기,"=GOOGLETRANSLATE(A109, ""ko"", ""zh-cn"")"
층 4호,"=GOOGLETRANSLATE(A110, ""ko"", ""zh-cn"")"
서울특별시 서대문구 대현동 이화여대길 52-11 1층 4호,"=GOOGLETRANSLATE(A111, ""ko"", ""zh-cn"")"
나만의 시그니처 향수 만들기,"=GOOGLETRANSLATE(A112, ""ko"", ""zh-cn"")"
나만의 컵 만들기/무드잔 전사지 원데이 클래스,"=GOOGLETRANSLATE(A113, ""ko"", ""zh-cn"")"
"30,600원","=GOOGLETRANSLATE(A114, ""ko"", ""zh-cn"")"
행운을 주는 나만의 유리공예 썬캐쳐 만들기,"=GOOGLETRANSLATE(A115, ""ko"", ""zh-cn"")"
토끼 & 펭귄 캐릭터 김초밥 만들기,"=GOOGLETRANSLATE(A116, ""ko"", ""zh-cn"")"
원목 도마 원데이클래스,"=GOOGLETRANSLATE(A117, ""ko"", ""zh-cn"")"
부산광역시 남구 대연동 503-4 지하 1층,"=GOOGLETRANSLATE(A118, ""ko"", ""zh-cn"")"
유리전사컵 원데이클래스,"=GOOGLETRANSLATE(A119, ""ko"", ""zh-cn"")"
혹시 만든 그 날 바로 가져갈수있나요?,"=GOOGLETRANSLATE(A120, ""ko"", ""zh-cn"")"
3D푸드 프린터로 발렌타인데이 레터링 케이크 선물만들기,"=GOOGLETRANSLATE(A121, ""ko"", ""zh-cn"")"
07,"=GOOGLETRANSLATE(A122, ""ko"", ""zh-cn"")"
서울특별시 강서구 마곡동 마곡중앙8로 14 707,"=GOOGLETRANSLATE(A123, ""ko"", ""zh-cn"")"
강아지 노오븐 수제간식 취미반,"=GOOGLETRANSLATE(A124, ""ko"", ""zh-cn"")"
"200,100원","=GOOGLETRANSLATE(A125, ""ko"", ""zh-cn"")"
mp비누 클래스,"=GOOGLETRANSLATE(A126, ""ko"", ""zh-cn"")"
커피박 아트공예,"=GOOGLETRANSLATE(A127, ""ko"", ""zh-cn"")"
"자가이용시
동일스위트1차 아파트입구에서   바로 오른쪽으로 올라오시면주차장있어요  주차 후  한층 내려오시면 됩니다 

도보
동일스위트1차 상가 2층 (구 아트인미술)","=GOOGLETRANSLATE(A128, ""ko"", ""zh-cn"")"
퍼스널브랜딩 원데이클래스,"=GOOGLETRANSLATE(A129, ""ko"", ""zh-cn"")"
나랑 놀아요,"=GOOGLETRANSLATE(A130, ""ko"", ""zh-cn"")"
부산광역시 수영구 망미,"=GOOGLETRANSLATE(A131, ""ko"", ""zh-cn"")"
부산 수영구 망미동 산 6-2,"=GOOGLETRANSLATE(A132, ""ko"", ""zh-cn"")"
이끼테라리움 원데이클래스,"=GOOGLETRANSLATE(A133, ""ko"", ""zh-cn"")"
나만의 향수와 디퓨저를 만들어 보실 수 있는 실브 공방 원데이,"=GOOGLETRANSLATE(A134, ""ko"", ""zh-cn"")"
든힐빌딩 2층 204,"=GOOGLETRANSLATE(A135, ""ko"", ""zh-cn"")"
경기도 광명시 하안동 범안로 1056 골든힐빌딩 2층 204,"=GOOGLETRANSLATE(A136, ""ko"", ""zh-cn"")"
예쁜비누_MP보석비누 만들기,"=GOOGLETRANSLATE(A137, ""ko"", ""zh-cn"")"
층 도아공방,"=GOOGLETRANSLATE(A138, ""ko"", ""zh-cn"")"
경기도 광주시 오포읍 능평로 194-14 1층 도아공방,"=GOOGLETRANSLATE(A139, ""ko"", ""zh-cn"")"
기능성 수제비누_맞춤비누만들기1kg,"=GOOGLETRANSLATE(A140, ""ko"", ""zh-cn"")"
예쁜 수제비누_나만의 디자인 만들기500g,"=GOOGLETRANSLATE(A141, ""ko"", ""zh-cn"")"
예쁜 수제비누_나만의 디자인 만들기1kg,"=GOOGLETRANSLATE(A142, ""ko"", ""zh-cn"")"
나만의 핸드메이드 도자기 원데이,"=GOOGLETRANSLATE(A143, ""ko"", ""zh-cn"")"
스컬피 조물조물,"=GOOGLETRANSLATE(A144, ""ko"", ""zh-cn"")"
층 공방코끼리,"=GOOGLETRANSLATE(A145, ""ko"", ""zh-cn"")"
서울특별시 성북구 동소문동6가 아리랑로3길 36 1층 공방코끼리,"=GOOGLETRANSLATE(A146, ""ko"", ""zh-cn"")"
Focus on me. 흙과 함께하는 시간,"=GOOGLETRANSLATE(A147, ""ko"", ""zh-cn"")"
"경기도 광명시 일직동 194-1 광명시 신기로 15, S플라자 502호","=GOOGLETRANSLATE(A148, ""ko"", ""zh-cn"")"
경기 광명시 일직동 510-14,"=GOOGLETRANSLATE(A149, ""ko"", ""zh-cn"")"
"220,000원","=GOOGLETRANSLATE(A150, ""ko"", ""zh-cn"")"
펫푸드 스타일리스트,"=GOOGLETRANSLATE(A151, ""ko"", ""zh-cn"")"
"590,000원","=GOOGLETRANSLATE(A152, ""ko"", ""zh-cn"")"
마음이 고요해지는 펜드로잉,"=GOOGLETRANSLATE(A153, ""ko"", ""zh-cn"")"
썸플레이스 세종어진점,"=GOOGLETRANSLATE(A154, ""ko"", ""zh-cn"")"
세종시 아름동 달빛1로 307 투썸플레이스 세종어진점,"=GOOGLETRANSLATE(A155, ""ko"", ""zh-cn"")"
경산/대구 강아지 수제간식 취미반,"=GOOGLETRANSLATE(A156, ""ko"", ""zh-cn"")"
경산 베이킹 취미반 (비건포함),"=GOOGLETRANSLATE(A157, ""ko"", ""zh-cn"")"
"230,100원","=GOOGLETRANSLATE(A158, ""ko"", ""zh-cn"")"
취향가득 디자인비누 원데이클래스,"=GOOGLETRANSLATE(A159, ""ko"", ""zh-cn"")"
경기 수원시 영통구 원천동 광교호수공원로 277  중흥에스클래스 어뮤즈스퀘어 상가 B2층 39호,"=GOOGLETRANSLATE(A160, ""ko"", ""zh-cn"")"
시어버터 듬뿍 핸드크림 만들기,"=GOOGLETRANSLATE(A161, ""ko"", ""zh-cn"")"
층 28스킨드롭,"=GOOGLETRANSLATE(A162, ""ko"", ""zh-cn"")"
경기도 안산시 단원구 고잔동 안산천서로 23 2층 28스킨드롭,"=GOOGLETRANSLATE(A163, ""ko"", ""zh-cn"")"
3D피부테스트 & 맞춤형화장품 만들기,"=GOOGLETRANSLATE(A164, ""ko"", ""zh-cn"")"
수업시간안으로 방문 부탁드리겠습니다!,"=GOOGLETRANSLATE(A165, ""ko"", ""zh-cn"")"
해외 식도락 여행? 서울에서 하자!,"=GOOGLETRANSLATE(A166, ""ko"", ""zh-cn"")"
지곤지,"=GOOGLETRANSLATE(A167, ""ko"", ""zh-cn"")"
서울특별시 용산구 용산동2가 신흥로3가길 32 온지곤지,"=GOOGLETRANSLATE(A168, ""ko"", ""zh-cn"")"
"200,000원","=GOOGLETRANSLATE(A169, ""ko"", ""zh-cn"")"
화훼장식기능사 자격증반,"=GOOGLETRANSLATE(A170, ""ko"", ""zh-cn"")"
계벽산아파트복합상가 109동 2층 274호 Garten,"=GOOGLETRANSLATE(A171, ""ko"", ""zh-cn"")"
서울특별시 노원구 상계동 한글비석로 396 상계벽산아파트복합상가 109동 2층 274호 Garten,"=GOOGLETRANSLATE(A172, ""ko"", ""zh-cn"")"
"800,000원","=GOOGLETRANSLATE(A173, ""ko"", ""zh-cn"")"
두릿체리 30ml /50ml향수 만들기,"=GOOGLETRANSLATE(A174, ""ko"", ""zh-cn"")"
부산광역시 부산진구 전포동 서전로47번길 27,"=GOOGLETRANSLATE(A175, ""ko"", ""zh-cn"")"
라라별찌 시그니처 미니케이크 + 마카롱 캔들 세트 만들기,"=GOOGLETRANSLATE(A176, ""ko"", ""zh-cn"")"
자동 301호,"=GOOGLETRANSLATE(A177, ""ko"", ""zh-cn"")"
부산광역시 부산진구 전포동 서전로47번길 27  B자동 301호,"=GOOGLETRANSLATE(A178, ""ko"", ""zh-cn"")"
유리공예 글라스아트로 꾸미는 내방 우리집 홈데코 소품만들기,"=GOOGLETRANSLATE(A179, ""ko"", ""zh-cn"")"
"혼자오셔도 편안한 공간이 되고, 여럿이서 오셔도 즐겁게 즐길 수 있는 공간을 만들어 갑니다  ’◡‘✿","=GOOGLETRANSLATE(A180, ""ko"", ""zh-cn"")"
"34,000원","=GOOGLETRANSLATE(A181, ""ko"", ""zh-cn"")"
반짝반짝 아크릴 글리터물감으로 그리는 모던민화,"=GOOGLETRANSLATE(A182, ""ko"", ""zh-cn"")"
프리미엄 도마 만들기 원데이클래스,"=GOOGLETRANSLATE(A183, ""ko"", ""zh-cn"")"
하나뿐인 나만의 캔들 & 타블렛 원데이클래스,"=GOOGLETRANSLATE(A184, ""ko"", ""zh-cn"")"
층 리안공방,"=GOOGLETRANSLATE(A185, ""ko"", ""zh-cn"")"
서울시 광진구 자양동 뚝섬로50길 7-6 1층 리안공방,"=GOOGLETRANSLATE(A186, ""ko"", ""zh-cn"")"
플로리스트 창업시 필요한 상품 및 행정 준비반,"=GOOGLETRANSLATE(A187, ""ko"", ""zh-cn"")"
스퀘어 2층 52호,"=GOOGLETRANSLATE(A188, ""ko"", ""zh-cn"")"
서울 서대문구 대현동 신촌역로 22-5 박스퀘어 2층 52호,"=GOOGLETRANSLATE(A189, ""ko"", ""zh-cn"")"
"1,100,000원","=GOOGLETRANSLATE(A190, ""ko"", ""zh-cn"")"
나도 플로리스트 핵심만 쏙쏙 클래스,"=GOOGLETRANSLATE(A191, ""ko"", ""zh-cn"")"
전사지클래스,"=GOOGLETRANSLATE(A192, ""ko"", ""zh-cn"")"
손뜨개 최애 카드지갑,"=GOOGLETRANSLATE(A193, ""ko"", ""zh-cn"")"
빛을 담는 감성 썬캐쳐클래스,"=GOOGLETRANSLATE(A194, ""ko"", ""zh-cn"")"
너매스마곡2 4층 415호,"=GOOGLETRANSLATE(A195, ""ko"", ""zh-cn"")"
서울 강서구 마곡동 마곡중앙2로 35  이너매스마곡2 4층 415호,"=GOOGLETRANSLATE(A196, ""ko"", ""zh-cn"")"
세라듀 도자기 핸드페인팅 클래스,"=GOOGLETRANSLATE(A197, ""ko"", ""zh-cn"")"
세라듀 물레체험 클래스,"=GOOGLETRANSLATE(A198, ""ko"", ""zh-cn"")"
세라듀 도자기 체험 원데이클래스,"=GOOGLETRANSLATE(A199, ""ko"", ""zh-cn"")"
아늑한 분위기에서 배우는 기타 맞춤레슨,"=GOOGLETRANSLATE(A200, ""ko"", ""zh-cn"")"
천연 화장품 만들기 원데이클래스,"=GOOGLETRANSLATE(A201, ""ko"", ""zh-cn"")"
원데이클래스 페인팅•전사지,"=GOOGLETRANSLATE(A202, ""ko"", ""zh-cn"")"
부산광역시 서구 서대신동3가 7-57 예림빌라,"=GOOGLETRANSLATE(A203, ""ko"", ""zh-cn"")"
크랙소금빵(비건대체가능),"=GOOGLETRANSLATE(A204, ""ko"", ""zh-cn"")"
샌드위치로도 먹기 좋아요,"=GOOGLETRANSLATE(A205, ""ko"", ""zh-cn"")"
그림 그리며 감성 충전 해보세요/그림 원데이클래스,"=GOOGLETRANSLATE(A206, ""ko"", ""zh-cn"")"
식물성오일로 만든 수제비누,"=GOOGLETRANSLATE(A207, ""ko"", ""zh-cn"")"
"경기도 안산시 단원구 신촌5길33 102호, 윤블리비누공방","=GOOGLETRANSLATE(A208, ""ko"", ""zh-cn"")"
강아지 수제간식 치킨만들기,"=GOOGLETRANSLATE(A209, ""ko"", ""zh-cn"")"
"나에게 주는 완벽한 휴식, 힐링 명상 클래스","=GOOGLETRANSLATE(A210, ""ko"", ""zh-cn"")"
곰돌이마들렌 베이킹 클래스,"=GOOGLETRANSLATE(A211, ""ko"", ""zh-cn"")"
"눈으로도 즐겁고, 입도 즐거운 귀여운 디저트!","=GOOGLETRANSLATE(A212, ""ko"", ""zh-cn"")"
아이싱쿠키 원데이클래스,"=GOOGLETRANSLATE(A213, ""ko"", ""zh-cn"")"
한식&양식 쿠킹 원데이클래스,"=GOOGLETRANSLATE(A214, ""ko"", ""zh-cn"")"
반려동물 아로마테라피 원데이클래스,"=GOOGLETRANSLATE(A215, ""ko"", ""zh-cn"")"
마음에 향기까지 담은 석고방향제 클래스,"=GOOGLETRANSLATE(A216, ""ko"", ""zh-cn"")"
서울특별시 강서구 마곡중앙2로 35 503호,"=GOOGLETRANSLATE(A217, ""ko"", ""zh-cn"")"
마크라메 파인애플 화분 만들기,"=GOOGLETRANSLATE(A218, ""ko"", ""zh-cn"")"
마크라메 걱정인형 만들기,"=GOOGLETRANSLATE(A219, ""ko"", ""zh-cn"")"
제주도 · 제주시 · 애월읍,"=GOOGLETRANSLATE(A220, ""ko"", ""zh-cn"")"
제주도 제주시 애월읍,"=GOOGLETRANSLATE(A221, ""ko"", ""zh-cn"")"
내게 필요한 원석은 무엇? - 나만의 힐링스톤 비누 만들기 원데이 클래스,"=GOOGLETRANSLATE(A222, ""ko"", ""zh-cn"")"
광진구,"=GOOGLETRANSLATE(A223, ""ko"", ""zh-cn"")"
반짝반짝 크리스마스 가랜드,"=GOOGLETRANSLATE(A224, ""ko"", ""zh-cn"")"
탄센트럴에이스타워 B동 313호,"=GOOGLETRANSLATE(A225, ""ko"", ""zh-cn"")"
경기도 화성시 영천동 동탄기흥로 590 동탄센트럴에이스타워 B동 313호,"=GOOGLETRANSLATE(A226, ""ko"", ""zh-cn"")"
감성 민화 - 원데이 판넬 드로잉 클래스,"=GOOGLETRANSLATE(A227, ""ko"", ""zh-cn"")"
"87,000원","=GOOGLETRANSLATE(A228, ""ko"", ""zh-cn"")"
원데이 실크 드로잉 민화 클래스,"=GOOGLETRANSLATE(A229, ""ko"", ""zh-cn"")"
명절 펫푸드 원데이클래스,"=GOOGLETRANSLATE(A230, ""ko"", ""zh-cn"")"
동 1층 111호,"=GOOGLETRANSLATE(A231, ""ko"", ""zh-cn"")"
경기도 화성시 영천동 동탄대로 636-14  c동 1층 111호,"=GOOGLETRANSLATE(A232, ""ko"", ""zh-cn"")"
"브라우니, 오뜨, 바나나쿠키, 컵케이크 클래스","=GOOGLETRANSLATE(A233, ""ko"", ""zh-cn"")"
경기도 화성시 영천동 동탄대로 636-14 c동 1층 111호,"=GOOGLETRANSLATE(A234, ""ko"", ""zh-cn"")"
"도넛&와플, 피자, 도시락케이크 원데이클래스","=GOOGLETRANSLATE(A235, ""ko"", ""zh-cn"")"
"치킨, 김밥, 주먹밥 원데이클래스","=GOOGLETRANSLATE(A236, ""ko"", ""zh-cn"")"
펫푸드 자격증반(창업반),"=GOOGLETRANSLATE(A237, ""ko"", ""zh-cn"")"
"750,000원","=GOOGLETRANSLATE(A238, ""ko"", ""zh-cn"")"
펫푸드 베이커리 자격증반(창업반),"=GOOGLETRANSLATE(A239, ""ko"", ""zh-cn"")"
"820,000원","=GOOGLETRANSLATE(A240, ""ko"", ""zh-cn"")"
"펫푸드 붕어빵&호두과자, 타르트 원데이클래스","=GOOGLETRANSLATE(A241, ""ko"", ""zh-cn"")"
나만의 작은정원 테라리움 원데이 클래스,"=GOOGLETRANSLATE(A242, ""ko"", ""zh-cn"")"
대전광역시 중구 중촌동 10-3 중촌시영아파트 상가동 202호,"=GOOGLETRANSLATE(A243, ""ko"", ""zh-cn"")"
명품 소가죽 휴대폰백 만들기,"=GOOGLETRANSLATE(A244, ""ko"", ""zh-cn"")"
지구를 생각하는 착한공예 원데이클래스,"=GOOGLETRANSLATE(A245, ""ko"", ""zh-cn"")"
